ns
20
19
19
18
18
19
18
19
18
18
18
18
19
18
20
18
18
19
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
19
18
18
19
18
19
18
18
18
18
18
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
19
18
18
18
18
19
18
19
19
18
18
18
19
18
18
